RMSE,C,epsilon
0.13515606265161945,0.952750047242729,0.0286314954339671
0.14895803614489822,0.028343433061513094,5.471950647292802e-05
0.15304228319553065,0.7393819919175866,3.7157833985816865e-05
0.15325785277201284,1.754867149648152,0.0001807316416436249
0.15443644058770975,8.510007247122246,0.0005217464568628755
0.15672958606499593,0.17916503273639015,2.439730928033672e-05
0.15726627766688198,4.514967772036102,0.022244310928699763
0.15856798111507125,0.5672228971644544,5.7552896660959736e-05
0.159628466730257,0.01592950212572123,0.0001807316416436249
0.16005407381375086,0.11041880508541602,0.0002530468643753362
0.16151564996463363,0.0642403365939419,0.0007946355068927225
0.16228602825508717,0.010162650893929951,0.0006493336458315721
0.16273465957199415,0.3789470919074668,4.782725603463811e-05
0.1627713748292996,0.18546769230846993,0.0008939769786939836
0.16283164548217205,0.0021445260759716677,8.765478827841055e-05
0.16323740529621272,5.244688749495119,0.0001476842335481283
0.16374805034901302,0.016114142772530198,0.014853159234149484
0.16605573102701016,2.8804441533962977,0.0008081208373586221
0.1660656528042676,0.0009353431520292386,6.925623982417484e-05
0.16640465873723426,0.007886728615614156,0.0048101671556118565
0.16711384661296516,0.017467962151272456,0.009917876977270607
0.16843616089650504,0.0012767507043192658,0.031144812715178747
0.16895830941445464,0.03447764054734464,0.005788311439576956
0.1713744461074579,0.0031368698245668766,1.9276367392695334e-05
0.17137933068825734,0.6292146109610344,0.00010908977435063579
0.17161721387713452,0.09615746001432096,0.009589634180164753
0.1723076147659354,0.03292437333007769,0.010971569207618811
0.17412744386041398,0.007531420165974375,0.0006715596336177961
0.17422853014536996,0.01556654359271062,1.4976147887485774e-05
0.1743004765021072,0.048159579101923505,0.007326028889436093
0.17481584673891234,0.006409244019356457,1.265659072755686e-05
0.17485924006443687,0.029680586086656024,0.12171977158488101
0.1748691941846195,0.001589282865622978,6.366741493787178e-05
0.17543195420990448,0.005646141419303673,7.79143185733333e-05
0.17617222988488776,3.2322839781813806,0.004974813970291248
0.17671410016169428,0.051016153147498335,0.009429609367057222
0.17757271362867103,0.5871766390733255,0.014361577966903573
0.17840780843581983,3.9318287557057703,9.06551167939381e-05
0.17877117284045904,0.0036438589837635444,6.053300052524886e-05
0.17933536031661013,0.02029118018046678,0.07347015882469841
0.17962316748523394,0.1596626022101425,6.58466816305401e-05
0.18012791326390298,0.2179406984302956,0.00037896672633495903
0.18053015750608142,5.88531577519145,6.156027341841157e-05
0.18095190368962516,1.1325413151528128,0.003378197712909914
0.18201950818978177,0.01236209543736769,0.0018432527204080458
0.18204957126540378,0.12390621569479157,0.06421615112250399
0.182360685017448,0.0004223044187206672,1.1062417120884857e-05
0.1824679093326496,2.9476062551248585,0.0003985897213727379
0.18252646138386502,0.0016077044216738236,1.8327371366429178e-05
0.183405182965373,0.10666649582795387,0.0414598260218713
0.18383340500009343,0.005329994080844093,0.004891797907229407
0.1839829410974521,0.02124845352498883,0.17042287809663542
0.1844085294110929,0.07208715033782136,0.0005306007344897603
0.1845828673388476,0.2840883690183304,2.52324027666554e-05
0.18462171211114575,0.10790287915161836,2.886857288065139e-05
0.18466748583923037,0.09615746001432096,0.11769132493448699
0.18550476389359538,0.004641588833612782,0.008815771979549891
0.18590389038404564,0.003859993617679767,0.0002799309964851947
0.18648429439636666,0.03652267364308175,3.5328514380165426e-05
0.1871346469398237,0.6220048825634712,0.004134139466227978
0.18753924661763272,0.0022717281330269052,0.0004192288001653537
0.18800925161173138,0.0019332422875550453,0.012343181504829426
0.18823579406063043,5.751217071841614,0.0006173662612584497
0.18827261025932285,7.242022334607316,0.00012692848267001342
0.1886533443415685,0.5804485942768978,5.2908505600252524e-05
0.18866323130043497,0.03254711605531848,0.0006715596336177961
0.18866646362388984,0.007531420165974375,0.14895709318797065
0.18877011917996372,0.0070282442643083524,0.000988954623478124
0.1887913824254871,0.22302232979659387,0.023005709612085545
0.1891800279240055,0.005391774640387505,0.0854842338491786
0.18927365348301095,3.585539857459817,0.0002994224388640811
0.18935345621206653,0.04391800892596086,0.0006603531368066316
0.1898157576396277,0.0008932045998580969,0.02379317014818143
0.190098817714697,0.0005698437059469137,0.03623771196256346
0.19038129288172828,0.010642092440647247,0.031144812715178747
0.19040577049286594,0.5354620899273608,2.0274502678480143e-05
0.1904641985120387,0.3187891292677646,0.00012908251746897884
0.19132083920366083,0.03217418150676372,4.4713854752236096e-05
0.19138661243495575,0.11562801312073753,2.1324321667341988e-05
0.19151766885609253,0.01726780903884356,6.474788028695254e-05
0.19164319966652857,0.0034004119327037063,0.007203777468596996
0.19174225669196496,3.842240846055061,3.908187623345689e-05
0.1918815906948332,5.429186177618943,0.0021446672923419096
0.19195937004595054,0.015388177500383463,0.000360309792170317
0.192151669983692,1.1195643194838794,0.09617105759757544
0.19242711945513633,0.027066520700332414,3.7157833985816865e-05
0.19249236469689682,0.001432702953409831,0.001782248290719484
0.19257915251196808,3.0866649433372744,1.2237707255644639e-05
0.192651907999804,8.911482322840202,0.00011473847106197412
0.19266795438433706,0.033692057059802674,0.0001933158871304393
0.19313184465144811,0.1730765534195726,1.601892888448783e-05
0.1932118328299089,0.029004304938639917,0.040767974718060006
0.1932214388469954,1.0447659715608053,0.002412783181321474
0.1934096086387243,0.01706994934038408,1.4480496178584236e-05
0.1936901496032677,0.006789406812696112,0.0005044786971625667
0.19424826358770617,0.06350425168595962,0.05159835707978703
0.19426476546258117,0.005517492376129128,0.013654542240521435
0.19449816020639826,0.007192118872221193,0.00034838495238074694
0.19508563918601077,0.0058447611316336376,7.407851397337802e-05
