Iteration,train_r2,test_r2,train_rmse,test_rmse
62,0.6404706995399183,0.6342066045542505,0.1577408488208006,0.14554494376986366
63,0.6471912701216889,0.6080740267029496,0.15976704517730375,0.13777139300053634
64,0.6387121190921621,0.6361515595659393,0.16627235233326498,0.11987245539736084
65,0.6350853103556615,0.6603500213131479,0.1396872117480678,0.2137811864852152
66,0.6383074374109193,0.6319509815171076,0.15307960052284514,0.1853064422585931
67,0.640163031971126,0.6407796164091271,0.15990482272137302,0.14428483724404675
68,0.6439200005152965,0.6143772448533205,0.16293045481869953,0.12092161527330819
69,0.633685842889302,0.6336073576817592,0.15180694327426691,0.1922603039710671
70,0.6458548096230667,0.6082451045817139,0.1548821646318004,0.1714710286565057
71,0.6346808042576765,0.6404656087761916,0.15891404614491222,0.16643317159885906
72,0.6381924695407621,0.6484960910781714,0.16152282875535856,0.13920607046537906
73,0.6232627591202702,0.6744126106419711,0.15815194648360184,0.16654887290203546
74,0.6437704518781375,0.636448474549268,0.13836859665777235,0.20764136933063934
75,0.6409725716404442,0.641260269452916,0.14278405928302973,0.20382535034402743
76,0.6521425346363066,0.5652234495335294,0.14261878473961367,0.19208163475566892
77,0.6252568607441565,0.6700838695561067,0.1564019962527771,0.17859862628121165
78,0.6551308087743554,0.5416801858809368,0.1607931652637123,0.10795041693561244
79,0.6665578100350975,0.549859797523499,0.14226340692531778,0.20366052499491497
80,0.6618271723926918,0.5537061568319662,0.15060633214943706,0.18459652839958088
81,0.6436350749591606,0.6292281747907934,0.15841578066723644,0.13506240048863222
82,0.6168266333319092,0.7281338771610866,0.16369244582854056,0.12976745026820713
83,0.639233056292712,0.6456897584135926,0.1593985005819669,0.14686506653582287
84,0.6561126203699589,0.567596851331126,0.1507273130477506,0.18863650976036647
85,0.6528926421383806,0.5680384631160655,0.1618012217661429,0.13170890646832012
86,0.6472446692452206,0.6119014905496012,0.1607849387562491,0.14875779863254984
87,0.6380307358020121,0.6435895555708425,0.16171108294249956,0.1441332251599155
88,0.6545846784923491,0.5956724184140071,0.14328615753989218,0.20306771953391695
89,0.649136550075643,0.5893296080071037,0.1595115428207564,0.14187971619843864
90,0.6445045377484335,0.6128463825525918,0.1588055651742293,0.16203922088613698
91,0.6378660985457965,0.6499912591982338,0.15667897824478944,0.16081885003215518
92,0.6546769088068284,0.5601751351281659,0.14867729528513238,0.2044505195228231
93,0.6448379749779627,0.6311476318410635,0.16194373805113677,0.12156162286500335
94,0.6673632533509437,0.5067628119294696,0.160135211992901,0.13889468501261443
95,0.6456756249671379,0.6031524726918152,0.16093894395213082,0.12196786543988325
96,0.6430106679688198,0.6270204289272785,0.16115910750237988,0.14488776204047538
97,0.642990475605959,0.6211006030057424,0.16250166615504444,0.13985442647691074
98,0.6569262414003065,0.5555687597864274,0.15071321171175292,0.17885722715042007
99,0.6542080271596855,0.5765245045113663,0.16409514583635074,0.11175076740145717
