RMSE,C,epsilon
0.10660833659124658,0.3376980310825091,0.07598496282903802
0.10770151912717159,0.014032890847858732,0.0004960603250209942
0.10791880795212092,6.75818116816111,0.14647140598128372
0.10866285259216497,0.09727203192450537,0.009917876977270607
0.10867880591240346,0.12534242654613995,0.00020332583373068908
0.10869625383298671,0.5804485942768978,0.0001661469991749516
0.10879461897868695,0.17916503273639015,1.5230300013356241e-05
0.10931575700467033,3.6271002523306484,0.0010757666012616166
0.10936592638476113,0.00937501501514529,0.016710029064933553
0.1093985327344692,0.08768856094587427,1.1441071683748345e-05
0.10964198751283205,1.8589566796356882,0.0010757666012616166
0.10973020752143552,0.01208042134677329,0.011934670647957975
0.10973586533945176,0.0034796979038876916,0.000360309792170317
0.10991367128286164,0.0790492762269642,0.001782248290719484
0.109986148049979,0.8107909806731687,0.050737321372561935
0.10999797804002895,0.46096044868284336,0.012137207504533542
0.11039016357603867,0.19421746814890264,0.00541151089208433
0.11091379670081869,0.01236209543736769,0.0015841993783481491
0.11096956916063101,0.024399862972595502,5.659249594504745e-05
0.11109770240206754,7.41088151564157,0.00015273930499272423
0.1113513081752056,2.47967289250216,4.4713854752236096e-05
0.11140753269333943,0.0038157646612712484,0.00018379874082566282
0.111418706445605,0.21544346900318845,0.0028549708623535376
0.11144843581399448,0.13125568357718428,0.00012692848267001342
0.11158198947840785,0.36606951475969024,1.3537862226522035e-05
0.11172916181088173,0.07636298261282241,0.14647140598128372
0.11174416118486348,5.184593543892913,0.00010726936385066994
0.11177073230221908,0.03913745601980384,1.863839529790943e-05
0.11179681625402978,0.41554553347188755,0.14647140598128372
0.11182501605120239,4.673795107992464,3.5328514380165426e-05
0.11183431919263116,0.006050367879391224,3.5328514380165426e-05
0.11195031225854535,0.007359814475265771,6.696413013890464e-05
0.1119848134064814,0.004641588833612782,1.2237707255644639e-05
0.11210139727302719,0.26207066964838527,0.005788311439576956
0.11214171712416565,1.2856096069432965,0.008815771979549891
0.11216051784469036,0.07126115430111746,0.0005675461738028696
0.11223398206632336,7.3259654282152304,9.219357587081912e-05
0.1123294612231861,0.1183240627458378,0.00016896659025835662
0.11233393804067163,0.08569055051268347,0.0004796426754583621
0.11234316225553143,1.377650769549055,0.034453690940714606
0.11239707305713013,4.165044248545185,0.0020736872234710132
0.11254407962504168,7.583677914997191,0.002412783181321474
0.11256097775129541,0.003859993617679767,0.001971597400492301
0.112609160031979,1.6566059589499151,0.00044093657579225
0.11267476268304841,0.0034004119327037063,0.0010228054696858621
0.11270397674870822,0.23625084654779477,0.022244310928699763
0.112731088488746,0.0019332422875550453,0.030625090821686286
0.1127462039829716,0.45045732517594583,0.0007555147574792749
0.1127739984525272,0.4252346334528682,0.03221086593982768
0.11281041624217258,2.3954073587208793,0.05159835707978703
0.1128623020927507,0.012220446866314887,0.009589634180164753
0.11288529979047679,4.165044248545185,0.009117526311242777
0.11289280022689348,0.8296958520834906,0.002412783181321474
0.11293953478728587,0.001722805447131394,0.004974813970291248
0.11296152847577781,4.838209664925957,0.01848533116184047
0.11297879487241073,0.07208715033782136,0.0286314954339671
0.1130328553145064,0.08870496889654403,0.0002405890986636127
0.11304722376057688,0.013247139878661175,0.0002994224388640811
0.11309313655662856,0.23625084654779477,0.010431427210539012
0.11310595087074242,2.8474391664672476,0.010257355169995059
0.1131229098257696,0.0031368698245668766,0.008815771979549891
0.11313304555407169,0.00404209583979631,0.04434665106122238
0.11321287183759703,0.0089526571259964,0.025449875589084042
0.11328291392688353,5.125186927053333,0.00013350087230874118
0.1132941668846447,8.126619200091946,1.2033493332604736e-05
0.11330180954105924,0.5871766390733255,0.06314455888146533
0.11332424269103787,0.13744790926775366,0.00015019050299710786
0.11336784337368366,1.5638467583022477,3.3589254120300886e-05
0.11336883688703905,6.528521141127848,1.4238856231622027e-05
0.11339469995539186,0.44529585099426555,0.028153713944107314
0.11339813612255874,3.669142378402494,0.015887376598399682
0.11349094104405744,0.6220048825634712,3.778841953900365e-05
0.1135095667603994,0.016681005372000592,8.058124135501832e-05
0.11352256677202066,0.7393819919175866,0.009272254931185055
0.11353304447561549,0.06963744730628223,8.475375885949696e-05
0.11353355288781075,3.4636941773717345,0.003158287854732721
0.11357115160947392,0.7566218500481054,5.2908505600252524e-05
0.11360850152544581,7.3259654282152304,0.0005675461738028696
0.11361250341382408,0.2502640096417919,0.13465148851307818
0.11361465232136245,1.7957846470020968,0.0011125889274939927
0.11369321366814593,0.006868103588995308,0.011735513578558013
0.11369921805795224,0.003247218492073129,0.0002661496964154605
0.11375231878415053,0.04242556430717777,0.0017232628681916997
0.11377873924613575,0.016489869444710648,0.0011125889274939927
0.11383199034921683,0.006409244019356457,0.1237854121582233
0.11383721775494034,4.070142453219439,0.0001579674060606998
0.11384193550679489,0.0031368698245668766,1.863839529790943e-05
0.11386892912975273,1.346260579298911,0.00020332583373068908
0.11387223865415852,9.119267598459299,0.00037264280631711715
0.11388177796787353,0.04341478330055092,0.0055967410519021715
0.11389166325674734,0.6513490946272803,0.004650969504206902
0.11391755948320545,0.0010139254075588154,6.925623982417484e-05
0.11401542777470848,3.754694224073337,8.058124135501832e-05
0.11407568514427338,3.585539857459817,0.019772454673418784
0.11407618559099823,7.077010661181889,0.06314455888146533
0.11409340392569808,0.03408258547423452,0.01643118430110844
0.11412441871527348,2.7506760079080674,0.023396127097876772
0.11416381490996715,0.033692057059802674,0.06985314492610446
0.11416876684124,0.7479522515621821,0.0012102537171241562
0.11417242689273473,0.013713147177539456,0.008965379689531441
0.11418909222196987,0.006409244019356457,2.6096080599013123e-05
0.11419206332291325,0.030372635797033115,0.0001633744593687574
0.11424987656643446,0.010642092440647247,0.0007555147574792749
0.11425903586076361,0.2502640096417919,0.012982314633381687
0.11437242940576456,0.4252346334528682,0.012137207504533542
0.11445258261872049,0.11969557023590428,0.06003588522744752
0.11445923685413047,0.3746050032748993,0.09298817309328078
0.1144965349348196,0.0010865157746525384,0.07103858496149175
0.11452019862656174,0.7832382599179196,3.974511366956951e-05
0.1145441446050394,0.0018891927762076663,0.0004716387487123992
0.11459700178193015,0.4301635758106795,0.0003985897213727379
0.11462257575678766,2.6880010215376076,0.020108002334050926
0.11464116984440473,0.056591701632462424,0.00013127310723037297
0.11467038538981496,0.018935521797562953,0.008965379689531441
0.11467827995435684,0.003210010895543172,0.00022874464198028324
0.11473782826823961,0.015211855179861048,0.058048933086485746
0.1147843680468404,1.0327947319189525,0.00021748330047092687
0.11482099242327046,0.06883952069645496,0.006965360711518896
0.11482704734370201,0.02250880052095462,0.0005217464568628755
0.11485454242540043,0.03913745601980384,0.03275749916729307
0.11487086500921309,0.020764301072557747,4.110554588596977e-05
0.11487683717629557,4.361537789208006,0.029117385095718762
0.11487722186013434,0.02555097090352507,0.00016064818568241535
0.11490089769934701,0.12108297502320395,0.0010057376388325867
0.11492497018558787,4.070142453219439,0.01699360595280329
0.11492782135183717,1.7347593592339325,0.0018745335678547817
0.11496322128028476,2.6572011053245066,0.001782248290719484
0.11496381717881113,0.8688382635251184,0.002760482533484136
0.11498540482231849,1.4097728716289677,0.0002799309964851947
0.11502702363569299,0.06350425168595962,0.008668660813793009
0.11502787905948915,0.435149650092505,0.005059238854170503
0.11504912139909865,5.555776222398878,0.12802245281737146
0.11506190233461104,0.0029612254379880344,1.1832687182401026e-05
0.11506866461989707,0.06573820143409585,0.11968860091315187
0.11507111949310826,0.4252346334528682,0.003674741171870616
0.11510717575069103,0.07044462277299036,0.07471698125150816
0.1151337767119049,0.45045732517594583,0.0006173662612584497
0.11514026668890054,0.031080821738690638,0.002807329193224956
0.11516569181493992,0.0031368698245668766,0.000412233016057706
0.1152369583611685,0.10790287915161836,0.014853159234149484
0.11525523071418504,0.8393129498166364,0.0010578149937153895
0.11526282119351139,0.10186101701559752,0.013886266109989661
0.11528926220629136,0.009704808877380306,0.000781375209775014
0.11530480951309818,0.007707027114212304,0.0005217464568628755
0.11534704061191862,0.12826498305280598,0.0978031247298758
0.11535122790090457,0.24175940791691308,0.0218731141101148
0.11537209091731775,0.9749649183484086,1.4480496178584236e-05
0.11537883191313722,0.0264498018242772,0.0005044786971625667
0.11538022611142107,0.40607720257003654,4.2512544224455034e-05
