Iteration,train_r2,test_r2,train_rmse,test_rmse
0,0.535497223828301,0.45213334910960223,1937.8212695029652,1546.5209744823944
1,0.46361633817926706,0.7626455147122724,2078.4876587329754,252.39194639552738
2,0.48455709218343856,0.47109516862279444,1336.49046503671,3221.296424858167
3,0.502855605552637,0.5640704202256814,2074.735293485333,346.3256388138588
4,0.5410224071092373,0.29034549335567983,1848.3543592437088,1973.2220526135745
5,0.5658604734400584,0.33525974973656936,937.3252073914997,3743.3040540088514
6,0.4941613782186616,0.5351819091256413,1351.4884411982844,3185.363869509903
7,0.5042072281927514,0.42999084926955744,1933.9062236606233,1593.6102095077408
8,0.5116912651125591,0.40334291459514404,1909.5140101328755,1711.0709340102778
9,0.5424705274299952,0.3092989079613494,1849.372784906465,1958.8615795712324
10,0.4932507532379783,0.589073541420331,2076.2658806142526,456.9044605069346
11,0.5328834064273649,0.4566036894734933,1894.715400489763,1743.331483398991
12,0.4609940422696629,0.6948379743926052,2080.1382710362377,253.1454120259484
13,0.4802628578200474,0.5763989059149741,2071.0671030190747,512.4193123206171
14,0.529603973531636,0.45133430223524407,1347.5966699921853,3178.3703616545768
15,0.45953874562056296,0.6935689585585645,2083.427513251095,213.32228959727567
16,0.5057628180518677,0.46251399871385024,1329.412636598088,3230.221296669785
17,0.5599599015118721,0.37771783429479844,1882.939058385079,1801.4723575026076
18,0.49834018600955043,0.5681725722592179,2072.918506846661,477.5590561711876
19,0.5443784916885596,0.38158743920318217,1190.2846198615846,3439.7231319308985
20,0.5400591642666543,0.3717476893537617,1331.9868983487888,3216.044221799822
21,0.5275712232175871,0.4410134757894777,2033.108105345008,951.3127037399116
22,0.5344025045999156,0.415138148111331,1899.812260575689,1735.271593272275
23,0.5024751543210132,0.49664152238948867,1336.6996715799914,3215.333979930471
24,0.4973461331601833,0.4505418297510212,1981.4574088090403,1345.9400107081312
25,0.5064007508443653,0.5650378281801418,2038.886662363268,873.0304890408701
26,0.4697318527451815,0.6961052166601205,2086.4377859229603,210.5368292118793
27,0.5351381235740325,0.4042772898809762,1890.4035592961488,1800.0933254701172
28,0.5246054342300996,0.41361772514905193,1926.930550608903,1604.3155738170094
29,0.5077263710182628,0.49133282963794855,1998.1369949050647,1221.1274393969886
30,0.46242511935315345,0.6200659218058386,2081.5525225585993,294.94415633206825
31,0.5313812149876012,0.43923155861635854,1952.7560024791412,1476.3558269131029
32,0.5163505384155668,0.5113273437021932,1348.9130976129884,3182.1286987506637
33,0.537621072896576,0.39360444688602314,1984.781549346522,1303.9089897129902
34,0.48578885001242433,0.6739660761758861,2081.229956263373,203.49142586275477
35,0.5019515294704058,0.48968565349226756,1352.4236955225424,3186.853924363578
36,0.48800231574067576,0.5593812785959773,2045.3434455224995,843.9493447427026
37,0.5046519486055286,0.4651630517807709,1346.7123428044692,3185.013265076437
38,0.5675595705935855,0.26219232841052276,959.9165312518151,3726.0431882686403
39,0.46561989208108456,0.5709555304897821,2069.343867842751,576.6281010059641
40,0.5223610072142045,0.4493098169520199,1349.5952699486409,3183.68472461732
41,0.5107255659765988,0.4293777299247149,1126.4051398604447,3526.2863884836534
42,0.5397703013959232,0.3719971479730133,1268.2607592807685,3327.693463825682
43,0.5039500944360247,0.3961916435067945,1858.0083828748498,1932.791969972297
44,0.5185098887726414,0.4507122520478165,1847.3462147295995,1961.382775093578
45,0.5201556602400749,0.4788015933778391,1995.572567210246,1240.6057577204988
46,0.5020507957916638,0.5608762312707664,2041.550119470365,854.6998385117497
47,0.5033910071307893,0.46245109754202207,1898.8065758173775,1744.3868301031746
48,0.4871866675470986,0.5968105799412826,2068.874929156165,525.2764835767865
49,0.5186574989828893,0.47766254601569846,1902.8316444549766,1711.7080669213829
50,0.5734346974731548,0.2831474249626481,1055.266858930828,3614.4978291514262
51,0.4847563419145504,0.5529013933767906,1924.7846289273482,1623.3361832652308
52,0.5113675974839944,0.48182199416882043,1992.3936137229452,1217.4037732966483
53,0.4934329534035494,0.4939953373051128,1329.5962754730624,3215.3388365504184
54,0.5226228725756015,0.5046285161869057,1997.4888736098076,1210.890498864197
55,0.5177239942889897,0.4152101098111477,1931.2564689717067,1596.9235089166687
56,0.5323260929715375,0.3280925341515596,1854.8521095955305,1944.737858514549
57,0.5398999828045035,0.4673995182992532,1936.1808581145376,1539.7828472775982
58,0.5061707765843968,0.48923260017521564,1350.785879430762,3187.4933894604087
59,0.5441378975387242,0.3552317984621899,1120.7973324013337,3530.624511855469
60,0.563194514507199,0.3378008833965911,1106.6432227565347,3549.814149470896
