Iteration,train_r2,test_r2,train_rmse,test_rmse
30,0.6567913468140103,0.6195677820838227,0.1556746559677659,0.13514489090567822
31,0.6311718192871727,0.6589803083979219,0.15918458256035087,0.1774927180876912
32,0.6458018638919362,0.7033118612168427,0.15658086927168932,0.12798421839283644
33,0.6560352154856762,0.6296932809364151,0.15270160925426657,0.15595473165768195
34,0.6564333681351049,0.6661401463928309,0.15589458954628516,0.12787309446402967
35,0.6645473773715331,0.6257037290522385,0.13161160790103132,0.21993868345368844
36,0.6508399168574274,0.7314384009302712,0.14801147355904515,0.1245537135709677
37,0.6702669136756279,0.5778930301290042,0.15578710409387328,0.12828187631462035
38,0.6747034147472915,0.6010614046539394,0.12831883383618953,0.21365528873725925
39,0.6664176386645821,0.6478173841185628,0.15108314778755183,0.11967698071248128
40,0.6524946019660537,0.673976046272284,0.13581767293555988,0.1973346992669792
41,0.6363816816335313,0.7212452768333599,0.13063750099005436,0.22294403629745277
42,0.6885627908833567,0.5046872863129641,0.1537162961204933,0.13186002759995194
43,0.6393288294717927,0.6916559110513499,0.15378457466525117,0.13678021821085345
44,0.6404953366685986,0.7132118831132214,0.15256495866844427,0.16085095214429132
45,0.6628852557470908,0.6368506043611191,0.1433736145751386,0.17725988510045831
46,0.6478429573972506,0.6314881100045151,0.15770302703249303,0.11505838165768655
47,0.664790309579229,0.5908446119083139,0.14707168658242392,0.1914303816073848
48,0.6751714684107184,0.6195981387092204,0.15258613457494322,0.14579565176819326
49,0.6690976680158098,0.6520227882223919,0.14253576299988222,0.16294164914239936
50,0.67203152076976,0.6979401797299183,0.13982128246270542,0.13607917947220083
51,0.6542627873801896,0.6338634022135073,0.14788767022160482,0.17720660476920222
52,0.6548671729770054,0.6595469446362179,0.14518949352880156,0.17596776589801544
53,0.6569088066839435,0.6498221075982371,0.15340023561857505,0.11783840418087663
54,0.634983524556604,0.6569265209307491,0.14494680806778773,0.19260373031120054
55,0.6578240971790661,0.6413661701388966,0.1519970737188718,0.11153908902804044
56,0.6740345854745453,0.6356292829521641,0.1516342255124365,0.11127532455166335
57,0.6565531233385227,0.6492651707860648,0.15718244175925453,0.13688682390803028
58,0.665301682911241,0.6103292992302471,0.1581446440322433,0.13089132991949967
59,0.6511146427320706,0.6892729603502183,0.15708151232151962,0.10070675090225367
60,0.6587273968080055,0.6426391987256685,0.14376098514327582,0.19976776775198896
61,0.6668264189421789,0.6517285551136354,0.1378720678805665,0.18882323516130223
62,0.7018131017194698,0.5183860114665155,0.15003764534970424,0.1449197582415676
63,0.690421210403728,0.5053769031978331,0.15040906916306676,0.11354031845503786
64,0.6463062004116762,0.6666994180455036,0.1384455052290661,0.19719852200627383
65,0.6422620952309058,0.7286140572495319,0.1533460951497478,0.11493753186763478
66,0.6340826131018442,0.7033262377484244,0.14985712757628217,0.17677503786262497
67,0.676589881027083,0.6040327409632567,0.14959263797655542,0.12291155120410395
68,0.6322689333030375,0.710548909902486,0.14642970470150524,0.18180947768147532
69,0.6681174819514626,0.5703460086198917,0.15879212326931372,0.09911883254010163
70,0.6492912038108194,0.6653913051030285,0.16363319090586723,0.12645905956158054
71,0.6469508486351623,0.6609666125551918,0.1513685596435314,0.1415801598168652
72,0.6585284472360122,0.5729956597454735,0.1526590871264761,0.17856070558704595
73,0.6606562669005283,0.6440512833407261,0.1482037893588799,0.12777948962603583
74,0.6736349708058248,0.6112429852593535,0.1506097102735156,0.13190805799871907
75,0.6623007672652157,0.6315474565844845,0.15291706271718594,0.15041392392534872
76,0.668065368562739,0.5913962090809493,0.1551392015295327,0.13329378698328173
77,0.6774104218499665,0.5958843775569405,0.1514105240772554,0.12021654186616544
78,0.6324645924006665,0.720743340166812,0.15877668840472295,0.11304722245796356
79,0.6695706098064064,0.6503153772112613,0.14336358661576518,0.16920746380509036
80,0.6485444429705979,0.6583115459230074,0.15337422916273463,0.14335002415413012
81,0.6537371106231837,0.6815465969636112,0.1476061381186535,0.14892937321136676
82,0.6578285710909987,0.6416735167966724,0.1499548637114296,0.12933070347217696
83,0.6617033627908389,0.684848886816555,0.14770631955803679,0.14729421503137854
84,0.6639355598156063,0.6277071875288133,0.1559475005306231,0.1265238939460106
85,0.7116416808288188,0.5217019188905756,0.13627008801184784,0.15992938205943819
86,0.6629131438291003,0.6001098500706252,0.15755235745364904,0.12393222223491997
87,0.6662695923027044,0.5795051941229874,0.15826195299273393,0.12065402664257661
88,0.6273754960562173,0.7091030905874407,0.1500737019102109,0.18080421847971695
89,0.636783588378208,0.677195934418329,0.1436136475684563,0.21369852040535883
90,0.6456036232612186,0.6888733618001237,0.15160182242005052,0.14598261784684136
91,0.6745762515119396,0.6224941548196035,0.1507736983443005,0.13728571933550562
92,0.6680335828723789,0.607383448582117,0.1590748028021284,0.12623182632501037
93,0.6717369341030721,0.6123293481965475,0.13710235445174337,0.18854825423111096
94,0.6539706031677969,0.7215850152049004,0.14173944548687986,0.1504246641338984
95,0.6552858732958098,0.7048182294957844,0.15510383218701784,0.1273601913273113
96,0.6529960330520443,0.6504265806111476,0.1591202019448825,0.1255901886274525
97,0.6747575928246643,0.6277886681734028,0.1479688822251602,0.13690167885525625
98,0.6450248691307573,0.6849641997855456,0.14913944002464605,0.16216890416268143
99,0.6594309667574779,0.6474192544532635,0.1528889218934021,0.13031265982559836
