lon,lat,extreme_0,extreme_1,extreme_2,extreme_3,extreme_4,extreme_5,extreme_6,extreme_7,extreme_8,extreme_9,extreme_10,extreme_11,extreme_12,extreme_13,extreme_14,extreme_15,extreme_16,extreme_17,extreme_18,extreme_19,extreme_20,extreme_21,extreme_22,extreme_23,extreme_24,extreme_25,extreme_26,extreme_27,extreme_28,extreme_29,extreme_30,extreme_31,extreme_32,extreme_33,extreme_34,extreme_35,extreme_36,extreme_37,extreme_38,extreme_39,extreme_40,extreme_41,extreme_42,extreme_43,extreme_44,extreme_45,extreme_46,extreme_47,extreme_48,extreme_49,extreme_50,extreme_51,extreme_52,extreme_53,extreme_54,extreme_55,extreme_56,extreme_57,extreme_58,extreme_59,extreme_60,extreme_61,extreme_62,extreme_63,extreme_64,extreme_65,extreme_66,extreme_67,extreme_68,extreme_69,extreme_70,extreme_71,extreme_72,extreme_73,extreme_74,extreme_75,extreme_76,extreme_77,extreme_78,extreme_79,extreme_80,extreme_81,extreme_82,extreme_83,extreme_84,extreme_85,extreme_86,extreme_87,extreme_88,extreme_89,extreme_90,extreme_91,extreme_92,extreme_93,extreme_94,extreme_95,extreme_96,extreme_97,extreme_98,extreme_99
24.5,35.5,0.3104712329096133,0.3027420826292042,0.2946119457642284,0.2786520310328206,0.3218558404885113,0.3092905218807215,0.3343267703295847,0.2764378559074011,0.2904777930982516,0.3120718747969385,0.3536488871409207,0.2835421282619887,0.2660141925636135,0.3236144754437601,0.3079865228808451,0.2876754924299272,0.2926195436628266,0.3237911941563047,0.3096127330300365,0.3127773267190328,0.2871354231791213,0.2845804674542858,0.3066615030384209,0.2975286248475548,0.2696897804310238,0.3029735270745293,0.3091979541343311,0.2794109780171314,0.2602343533419624,0.2859704316759188,0.2920612140363169,0.2969110520500898,0.2983089941316438,0.2732954638588288,0.312331586778613,0.2973134318203608,0.2795021010898794,0.2943260424447776,0.3152015216318936,0.2935009561090801,0.2752469469356062,0.2796598554171073,0.2807065294038533,0.2928974463243644,0.2567278854580495,0.2953334242983248,0.3168736531494747,0.2768382849398218,0.2871173887345332,0.2689731847982942,0.2749263686810536,0.2801769818586215,0.2704892560591834,0.307924588453962,0.2836257774904419,0.2971072694829605,0.2908964255339533,0.3027623377321003,0.2998914341698336,0.3298996690859466,0.3203381043191163,0.2673641696378164,0.2661360921465643,0.2822338341794184,0.2723858608303819,0.3144695619666503,0.294930098394745,0.2833629806509778,0.2945825719471598,0.2799892666517039,0.2757206990519213,0.2850516036286298,0.2689394278350553,0.2909302312456081,0.2968537898660435,0.2974035300522369,0.2626379723296948,0.3154850441978646,0.2862022737452464,0.2999546954693108,0.2696092894620351,0.2644306661571368,0.3201546494062832,0.2817127403828354,0.2975434991111223,0.2624521730505882,0.2950042196629967,0.3207542162758557,0.2741203500627927,0.2713316881335603,0.2685715162039428,0.2809588660893211,0.2986060357476823,0.3023233104077221,0.2836836969376425,0.3049088439164003,0.2918309092898453,0.3282937700498022,0.2865309716949296,0.279755053771084
-5.5,36.5,0.3058780884449492,0.307747014370829,0.2997598558466084,0.297491745615032,0.3000202912591018,0.297443346685817,0.3348243591205996,0.2749732870543189,0.2860801841043597,0.3259190726195116,0.3360095709123136,0.2815164613761428,0.2786397390504715,0.3104620323515693,0.3113375530248675,0.300609025004258,0.2994419905443441,0.3410342228183487,0.3105019485581445,0.3061217585507465,0.2826487368954006,0.2986033224292196,0.2972122955846004,0.3165463254686027,0.277664662836201,0.3164271393085007,0.297182498932557,0.2817729577743907,0.265050904527774,0.3010849237005342,0.3074719882701532,0.2942815347110974,0.3179894123157472,0.2856103747149456,0.3152833110458156,0.3026813886148688,0.3072561272214417,0.3041489329541592,0.3252811204122021,0.2930716339180033,0.2722686779304462,0.2986906558672387,0.2854149824496024,0.3063735834152316,0.2836951238180956,0.2859739443068175,0.3125596589104863,0.2803653204204773,0.2977203868553545,0.2692490261347436,0.2905773714493817,0.2985479861271796,0.274393247224758,0.3124473272245334,0.3060676469100655,0.2916117929828638,0.2911419463285444,0.3053315439394875,0.2999561702025648,0.3168066070104086,0.3132211746950764,0.2718994107497366,0.2911555751398296,0.2924651022014752,0.3046148039316761,0.3334656856351177,0.2989179053373963,0.3080144695155786,0.2956986926825471,0.2710921370068013,0.2778833332688901,0.3117300183503431,0.2794217704176673,0.2919003185752233,0.306486241107828,0.3253245150724917,0.2744534558547907,0.3215458082881964,0.300604759229588,0.2932429050027909,0.2805753630062196,0.2891513510079754,0.298957387454148,0.2805862538816163,0.3045368897316484,0.2620635158262454,0.3049170122944936,0.301602064336243,0.271658192181358,0.2875166464601733,0.2785794180621024,0.2929231183035375,0.314689337059378,0.2828592764111035,0.3013366386430325,0.2987874030341537,0.2900292998123463,0.3169923256980601,0.2943477193242718,0.2824604822841581
-4.5,36.5,0.2733806269586281,0.2716673793622665,0.2689153107857699,0.2670199915100137,0.2689973614396989,0.2816027578670722,0.3100093779889132,0.256778930469101,0.2651818579909426,0.2846878879410193,0.3368427541479363,0.2507104519642819,0.2337494221584551,0.2780743045997558,0.2712314749049012,0.2581454424241062,0.2619173521019481,0.2907138473521762,0.2856568858858093,0.2882590852986277,0.2533918331120915,0.2410104892752497,0.2671749080705154,0.2691758780374232,0.2383424078663721,0.2673865981094184,0.2844257061580951,0.2593511218504887,0.2303249936894358,0.2629943886837431,0.2541695599204471,0.2765020838453417,0.2643012317321327,0.2375021990940026,0.2560645060188715,0.2675657700920636,0.2587556530600228,0.2625424721229873,0.3051527293640356,0.2785111966199381,0.2347300201159075,0.2388742634412621,0.2574185956002997,0.2555910532642692,0.2282793619667382,0.2882431102695982,0.2879472906941218,0.2477062193636648,0.2821940461687501,0.2425433847782381,0.2362095557133084,0.2550223562534893,0.2378155472334912,0.2902995750501499,0.2570348506214122,0.2762218718725885,0.2690807367581734,0.2762246976446804,0.2718255036484145,0.3088012270628578,0.2756816370604667,0.2529638832028595,0.2349781893221214,0.2530527087778141,0.2303355069873202,0.2732378055570972,0.2634436263237786,0.26646103753359,0.2671388899602682,0.246882716728275,0.2443047068422359,0.250016710285907,0.2468056211038463,0.2720585562047733,0.2671635611317141,0.2680245026615203,0.2292867767014145,0.295599199541344,0.2576650897809907,0.2811704546735207,0.2384854005422391,0.2336041794502767,0.3005500205117327,0.2652344854304977,0.2771453299623826,0.2338248437922148,0.2644524844615892,0.3048732091278266,0.2375873525578929,0.2378024558598929,0.2367739851504754,0.2415025165307059,0.2718107303531417,0.2882475338623274,0.265658526012452,0.2918869843006876,0.267114730485157,0.2965484270439271,0.2618899643716865,0.249018815376182
-3.5,36.5,0.3853289295637129,0.4012016674886252,0.3874787008987476,0.3823608958915851,0.3628486566061159,0.3983982830876568,0.4393124195365044,0.3726090552235794,0.391801653298779,0.3820078461609967,0.459998409551696,0.3663488585753498,0.34043642085944,0.4375124832052984,0.3934271071952034,0.3657200800150022,0.3540304685418899,0.4284128836305674,0.3845222447165591,0.3968420732303468,0.3609165148003788,0.3917917350985802,0.3710427115522142,0.4276570094798805,0.3536448515755553,0.4050274368335375,0.3877751699034343,0.3843300644982773,0.3297260475380229,0.3992453035856863,0.3906403053798767,0.4200131044173594,0.3850298999998045,0.3471484086453669,0.3815879569272536,0.3464250382027956,0.3314621994827904,0.41561627651063,0.4430687700990684,0.3988080130120084,0.3665463722633645,0.3590798144594309,0.3722628925039986,0.3650761935427654,0.3350470505836521,0.3876891668467218,0.4226263064589746,0.3580336569598809,0.3741698654894443,0.3427655874313512,0.3824039432914265,0.3838535396022766,0.3314380073985554,0.422572765250286,0.3597548162009127,0.3573998277648413,0.3835410398576383,0.3746405222903983,0.3789651509443834,0.4210895183382247,0.4244974470613238,0.3907748493171379,0.3385523871179979,0.3672163470764319,0.3709458982297173,0.3893786724723391,0.3956474919519174,0.3988996737868756,0.3947352043615441,0.3478195570742241,0.351151768271038,0.3756541801070765,0.3496979939744546,0.3192770913748846,0.408776051812467,0.377851286134335,0.3506725552734768,0.4411401202071469,0.3756976235551205,0.4012200052523362,0.3238569583758995,0.3845385399748099,0.3774871459531035,0.3680444278367932,0.3684704436931919,0.3567406914927439,0.366800127778462,0.4029429560300983,0.3399095282617115,0.3774567392016802,0.3608573408169324,0.3562206800340778,0.3757997763784623,0.420596183376954,0.3921985426441811,0.4128965972827675,0.3816710271210673,0.399020824626686,0.3943843861056696,0.3298494593960007
25.5,36.5,0.2573611745854459,0.2593755717408711,0.2519045684765686,0.241723651612764,0.2734269052114602,0.2571650702610824,0.2794464931415783,0.2382913577145967,0.2589899251332949,0.280170080950458,0.2804421892845126,0.2426076171526449,0.2343864051630706,0.2710907747142303,0.2762230682203542,0.2627844543763327,0.2482583604443594,0.2800841089366351,0.2613126025880604,0.252749899276192,0.2458509872350774,0.2394926304823481,0.2583084079062394,0.248833959679691,0.2406779011530228,0.2709275713204631,0.2665687893203122,0.2267538116360592,0.2259873092617089,0.2430192260082469,0.2431195771119791,0.2511017050035571,0.2675953219980474,0.2443752227456163,0.2812423946409256,0.2735638629942505,0.25775272662297,0.2522240627639014,0.2703449741423318,0.2404186855272105,0.2320239608167758,0.2550966964627162,0.243227579469246,0.2535537409970734,0.2410001462599819,0.2473494016093865,0.2730864350405414,0.2406833194523059,0.2597129987141304,0.2338627352203835,0.2378152149332679,0.2501882616871012,0.2348946313109605,0.2772286118400721,0.2558889163677217,0.2634087028476042,0.2495923733275769,0.249260461303893,0.2569879678365017,0.2751160289725236,0.2817625751796176,0.2183239239783214,0.2363761852469051,0.2416246704449807,0.252421787711915,0.2846164000192707,0.2513642472114099,0.2469035270782658,0.2511190998651015,0.2364389625428877,0.2408726498774204,0.2586444472220877,0.226757996663226,0.2475392875538347,0.2632781362687744,0.2620415166230528,0.2278321026116664,0.2688025773079974,0.2454250317798223,0.2378186592275235,0.2365906904633342,0.2322656554343571,0.2684297940178942,0.2414778346190091,0.2636539362395941,0.224662423527379,0.2509252042698113,0.267845360380276,0.2375149962704072,0.2467209136087113,0.2386401601016697,0.2443435013001591,0.2628077195348011,0.2395971480482853,0.2380428522203429,0.248058245962511,0.2408184089157169,0.2829579169568013,0.2643614874122911,0.2625868761462349
-8.5,37.5,0.2978291953054829,0.305259685795179,0.303547129739311,0.315881106864878,0.2770667052215259,0.3174257257402803,0.3228191979113233,0.2897430583010694,0.3009386309194647,0.3063850487201187,0.3386839688079434,0.2846186075315046,0.2628363109217053,0.3070238012587118,0.3049845867578246,0.2935076915184554,0.2962866359368863,0.3231212301897075,0.2916295177644887,0.2888555914139816,0.2898632672217465,0.2896669446638877,0.28768644541236,0.3172244724039336,0.2843226155522573,0.3095828601924528,0.306961186359569,0.3008125111482827,0.2712887574262515,0.2961776731501279,0.2969739812857283,0.3103877558895402,0.2920672357523485,0.2726320895620722,0.2941020425878442,0.2983052156082665,0.2997868357334745,0.3017321949691,0.3192012794398236,0.3113412615409516,0.2856418764070108,0.2831858018386954,0.2982837570681542,0.2851897552867185,0.2747196756875964,0.3043700876764623,0.3101794632969045,0.2810663787776645,0.3077002899121007,0.2806953844990824,0.2852830344957597,0.2987822956272677,0.27349543067555,0.3316926372906542,0.2885355684248727,0.2919755536470187,0.296473408464477,0.2990803084247075,0.2937487533932391,0.3271057626952205,0.3044012225550759,0.3074204591987946,0.2647319715899901,0.2873399457349381,0.2914299985211957,0.3109654050472612,0.2915961642820386,0.298305656780844,0.2987424742024426,0.2798854211983608,0.2882214172200045,0.283604745924609,0.2790841638497413,0.2961296455691011,0.3086783623987729,0.2938392222449263,0.2806766838794005,0.3273309399972045,0.2924927859396549,0.313732820127495,0.2697636758211226,0.2845541233559829,0.3080226376757979,0.291804429346623,0.3016130333713903,0.2794963104491973,0.2852278533970451,0.3236867003438692,0.2812761389440097,0.2861902420457655,0.2801165907324937,0.2741623161148513,0.3011755447276556,0.330295306746011,0.3137979927138687,0.3138339636515702,0.2884426625293778,0.3033980092204407,0.2979717000569484,0.2702156085664361
-7.5,37.5,0.2576712135144433,0.2591119352857743,0.2686191962586414,0.2695369006582703,0.2340586868692608,0.2658184563095081,0.2785866155907672,0.247888497625925,0.2553568625384341,0.2736246030209071,0.2943871498579242,0.235899331200466,0.2101125579115721,0.2604296627173029,0.2721559286652272,0.250184725313975,0.2599361405054464,0.2809024930349303,0.2446616800620286,0.2396627630047691,0.2471890877838538,0.2445213149154914,0.2475454956012736,0.2781172997381185,0.2282429951321702,0.268255179561897,0.2705424468697595,0.2581722354135908,0.2256687183303502,0.2505584476941012,0.2513513424732705,0.2648865726062717,0.2540204150052435,0.2313167034742592,0.2662801417175039,0.2680758399140355,0.2663540453629304,0.2563723366813771,0.2723539434261532,0.2562534047328857,0.2290430296467115,0.2442899080224934,0.2511744846403526,0.2408297368671794,0.2308084640532336,0.2547379619754117,0.2627089652779659,0.2282500720768326,0.2514097615670346,0.2431866806403185,0.2330484100742055,0.2485754209633721,0.2277035156732043,0.2767136650678219,0.2421388574211137,0.2456922291782277,0.2530314139601811,0.2443999555407963,0.2468878350366297,0.2872840799303664,0.2735728333302668,0.2624006449063588,0.21850588802558,0.2602899108600292,0.2456954495663069,0.2720437717316559,0.2477510655354783,0.245978968947765,0.2568197567349476,0.230315300211487,0.2367722904258301,0.2450186158335825,0.2297053203609037,0.2619981325826732,0.2575543177674872,0.2506728708530175,0.2308429793887536,0.2813524053737265,0.2528486888869267,0.2554455273014795,0.2255389702124479,0.2358596715842357,0.2751697154094579,0.244704137452602,0.2539906663232845,0.2315543639455628,0.2495245156761801,0.2890120914357647,0.2397117123430267,0.2388898045467807,0.2371898995765599,0.2319419165087712,0.2500284705456215,0.2903898501539367,0.2611186976939159,0.2760297348540145,0.2297859876079232,0.2664476753519106,0.2546040187559368,0.2338871078818719
-6.5,37.5,0.2525389198853811,0.2416933482241336,0.2516208112093245,0.2543882405967446,0.2328122608109532,0.254669760529758,0.2697503299217408,0.2266471624659232,0.2320682335057339,0.2561644731265211,0.2802404974237454,0.2200975172222273,0.2029531418014024,0.2415154242835044,0.2520206061127047,0.233588602459442,0.2471730038284074,0.2594692482468417,0.2373391926237157,0.2341270790827151,0.2275131150473073,0.2307521678140637,0.2376861379027431,0.2529875301620343,0.212507144416475,0.2594106990773395,0.2541471412209162,0.2377313531179636,0.218316778822337,0.2341796919988829,0.2399883645374984,0.2421202323132953,0.2509678828401914,0.2183036890968372,0.2478288751892331,0.2553243745912828,0.2528388976610397,0.2346582616181655,0.2602543292338164,0.2424605237018638,0.2116586026586552,0.2290834300909185,0.2377602166338608,0.2355172991661298,0.212507869763317,0.2357409068368107,0.2484890124639069,0.2221062595354254,0.242547526874154,0.2291134970568594,0.2167792716913983,0.2340671744850488,0.2173677074324772,0.2543773478728959,0.2291422962594376,0.2397984759163971,0.2342339684367903,0.2389013791650167,0.2381962788436806,0.2705163114635488,0.2463620719458724,0.2355015713852201,0.2070988496510008,0.2442274620629256,0.2304342686704835,0.2536839824854341,0.230066843361883,0.2299689426608143,0.2405722852331723,0.2169558973028573,0.2251324685109423,0.2294026888816825,0.2189688542232623,0.2528315233058883,0.2374230733124065,0.2424086046872811,0.21496331205944,0.2559553071908845,0.2389769717424039,0.2418806372588401,0.2186483880790998,0.2195347465470631,0.2627815756745439,0.2260810596131774,0.2412615136458074,0.2154878163038209,0.2459103151519777,0.2672176967436029,0.2282767374636155,0.2224104497057415,0.2219353397599432,0.2249847955488813,0.2381596496191732,0.2654504992533762,0.2480836587387317,0.2560461183383288,0.2194289844125354,0.2592264725023537,0.2374789319957324,0.2247491184582459
-5.5,37.5,0.3129135423661857,0.3141367998859602,0.3133970945024124,0.3118568110426872,0.2928015569649512,0.3214773337608754,0.3391315180306382,0.2893188302783704,0.3052470239299825,0.3201911716756066,0.3498946826077682,0.2950940045349967,0.2746920809831436,0.3222648343960941,0.3213551920362454,0.3015558986432425,0.3087530919874339,0.3410516449560564,0.2955102364581122,0.3001134363071306,0.3015789708591697,0.3112328012784319,0.300859104568468,0.3182834261965027,0.2875154053114728,0.3243564764348799,0.3155135673081624,0.2984408319611545,0.2735184031567122,0.3028517877496317,0.3123142348984176,0.3096861210125694,0.3215814422567323,0.2858354224146593,0.3190762018809883,0.3082074027239939,0.3025925054417847,0.3128485174069265,0.317350076365625,0.3056337703524105,0.2955454591997494,0.3010414598385217,0.3003010987687535,0.3012075173875684,0.2722421185126173,0.2954901507320366,0.3173675131685722,0.2885919710782034,0.2989809937572639,0.2792397618004505,0.2969030305461668,0.3021561700099029,0.280785190643638,0.326444840270943,0.2927994391384773,0.294984498992679,0.3015649001187765,0.3078872576973843,0.3068673102292932,0.3306752210044059,0.3188480238639563,0.299323466341136,0.2778083325269496,0.3031895512403524,0.3048106185526896,0.3344415189937434,0.3034124351203645,0.2972795779913024,0.3040421898946041,0.2841967264839624,0.2869942765399998,0.302933465970466,0.2833552080122857,0.3001108637290335,0.3080197215271799,0.3126202747813342,0.2855621517909206,0.3207456287467862,0.2987702590054343,0.3196884217850152,0.2813958967510765,0.2988254807725276,0.3162972454833017,0.2867936649472,0.3016435786930156,0.2802501420444154,0.3084619700088853,0.3219358985953349,0.2890692204982682,0.2959178315136141,0.2872062803542503,0.2917820530815774,0.3108285066991246,0.3222430779725745,0.3133482101577469,0.3176558578969053,0.2933479077204433,0.3213131501164648,0.3037117765912354,0.2760972149934659
-4.5,37.5,0.3653386629856426,0.3760051157670331,0.3564882102098354,0.3578886883432,0.3588066956131173,0.3947565514035735,0.3899852374159425,0.3524838884022609,0.376277379245301,0.3747037314729248,0.4088469028505079,0.3727968829286368,0.3549943698412639,0.3884295243724815,0.3688443193230351,0.3651750322609373,0.3543032115561799,0.4062814286168919,0.355714877438487,0.3637786350009928,0.3608616542824905,0.3694744807010877,0.3618418191671724,0.3731771899543067,0.366813482228721,0.3657088168230985,0.3758553750922437,0.346670072744536,0.3323300211737978,0.3617818741364119,0.3684967882569174,0.3719085478702001,0.3864818170153755,0.3483285558086218,0.3758810132485372,0.34976883711372,0.3528687256609837,0.3679807374275905,0.3724272712681138,0.375350736201397,0.3684977537468147,0.3486876354159156,0.3648635344972182,0.3559716810868818,0.3352753094054268,0.3668251747465577,0.3875418464508421,0.3566786178324473,0.3727367136641069,0.3314485596669934,0.3690191500003936,0.3685168345827048,0.3605932417339734,0.3910576700875978,0.361433746954806,0.3565543145945343,0.3591697003925447,0.377622355574707,0.3763308598646257,0.3893042670114517,0.3727386987722808,0.3521133343457989,0.3558397623897211,0.3453019051907905,0.3601842861243033,0.3905250699034344,0.3606602756954282,0.3714033202777794,0.3565426715659119,0.3571306299272916,0.3502563895713761,0.35726102765043,0.3519327165587346,0.3540411302004533,0.3742477411600214,0.3663325900782581,0.3493820474519242,0.3781464550112421,0.3423739756669555,0.394740468672908,0.3436973473146471,0.3607996991479258,0.3660262296672107,0.3574080219267826,0.3594909790999234,0.3425998615018562,0.3510333512633352,0.3717693389378115,0.3480921333499898,0.3593028236035404,0.3431301354932975,0.3518291169898321,0.3750647237832806,0.3766207569354842,0.3805263568363612,0.3725304823569986,0.3744993011624729,0.3650368827771912,0.3622090759323535,0.3344295296035952
