lon,lat,current_avg,current_std,current_95th_centile,current_5th_centile,extreme_avg,extreme_std,extreme_95th_centile,extreme_5th_centile,has_future_point,extreme_AI_avg,extreme_AI_std,extreme_AI_95th_centile,extreme_AI_5th_centile,extreme_ET_avg,extreme_ET_std,extreme_ET_95th_centile,extreme_ET_5th_centile,extreme_precip_avg,extreme_precip_std,extreme_precip_95th_centile,extreme_precip_5th_centile,extreme_SEdep_avg,extreme_SEdep_std,extreme_SEdep_95th_centile,extreme_SEdep_5th_centile,extreme_toc_avg,extreme_toc_std,extreme_toc_95th_centile,extreme_toc_5th_centile,extreme_avg_percchange,extreme_95th_centile_percchange,extreme_5th_centile_percchange,extreme_AI_avg_percchange,extreme_ET_avg_percchange,extreme_precip_avg_percchange,extreme_SEdep_avg_percchange,extreme_toc_avg_percchange,extreme_percchange_std,Observed,residuals,residuals_fracobs,coeff_var,error_ratio,current_avg_precfilter,current_avg_accurfilter,current_avg_bothfilters,extreme_avg_filtered,extreme_95th_centile_filtered,extreme_5th_centile_filtered,extreme_AI_avg_filtered,extreme_ET_avg_filtered,extreme_precip_avg_filtered,extreme_SEdep_avg_filtered,extreme_toc_avg_filtered,extreme_avg_percchange_filtered,extreme_95th_centile_percchange_filtered,extreme_5th_centile_percchange_filtered,extreme_percchange_std_filtered,extreme_AI_avg_percchange_filtered,extreme_ET_avg_percchange_filtered,extreme_precip_avg_percchange_filtered,extreme_SEdep_avg_percchange_filtered,extreme_toc_avg_percchange_filtered,residuals_filtered,residuals_fracobs_filtered
-9.5,52.5,1.219874595862469,0.0855630640681794,1.368722845212427,1.0835462263199884,1.141817489134846,0.0758957842163903,1.2727719865663216,1.0243250887180235,1.0,1.2196250882535984,0.0854620103023052,1.368497410412559,1.0832653935265484,1.2298381177027238,0.0898264663115746,1.383851391056821,1.0889072671112985,1.236222399693783,0.0906645402256381,1.3935745487133258,1.0902555031632837,1.2139531075579155,0.0889242680115161,1.3689674451836615,1.074626540309431,1.1507177251468437,0.0757028435924844,1.2718333227710312,1.0285390731088473,-6.398781234757618,4.33629742624924,-16.030295885142944,-0.020453545775683014,0.8167660736643487,1.3401216720769327,-0.48541779004479924,-5.669178696743861,1.098615094395826,1.149975,0.06989959586246908,0.06078357865385689,0.07014086887159501,0.06078357865385689,1.219874595862469,1.219874595862469,1.219874595862469,1.141817489134846,1.2727719865663216,1.0243250887180235,1.2196250882535984,1.2298381177027238,1.236222399693783,1.2139531075579155,1.1507177251468437,-6.398781234757618,4.33629742624924,-16.030295885142944,1.098615094395826,-0.020453545775683014,0.8167660736643487,1.3401216720769327,-0.48541779004479924,-5.669178696743861,0.06989959586246908,0.06078357865385689
-9.5,53.5,0.8520422782943095,0.0301886898640701,0.9024904882668722,0.8073398962823214,0.7976809211525447,0.0277893956743723,0.8503494766100528,0.7591019766320671,1.0,0.8525177938105493,0.0303832068682696,0.9031862684962444,0.8076922831797311,0.8550797572263845,0.0311689887130403,0.9067936538528212,0.8087997663035584,0.8590917119456917,0.0311695410614763,0.9111974985741248,0.8121588267787644,0.8460343313284358,0.0320976901255823,0.9073095045322264,0.797882234352764,0.8018301638410559,0.0265367788310299,0.8465475157008782,0.7649459015617722,-6.380124381925024,-0.1986757849206106,-10.90794483206844,0.05580891093711194,0.35649392165794275,0.8273572604277777,-0.7051231046774954,-5.893148231302846,0.7318230816015152,1.23525,-0.3832077217056905,-0.31022685424463914,0.03543097641176255,-0.31022685424463914,0.8520422782943095,,,,,,,,,,,,,,,,,,,,,
-8.5,37.5,0.3139144022420863,0.0099000800031622,0.3311408814375823,0.2982886511414127,0.2965941962218132,0.0155855371834935,0.3238576534614368,0.2725649229552812,1.0,0.3125914832263433,0.0116775438503219,0.3300121804514553,0.295275686131146,0.3063108270392481,0.0107453670984818,0.32830776797951,0.2919698339329679,0.3034788612148997,0.0119742940584498,0.3254696108419517,0.2868668358426101,0.2979569309935581,0.0132381350464954,0.3245054396939655,0.2802293920336867,0.3085104436255,0.0107527983272901,0.3306926462922443,0.2935442183941499,-5.517493270957339,3.167503991002755,-13.1722147794025,-0.4214266711862363,-2.42218106226754,-3.324326935193894,-5.083382965086777,-1.721475210436128,2.8059913060142856,0.467036,-0.15312159775791373,-0.3278582331081838,0.03153751447035361,-0.3278582331081838,0.3139144022420863,,,,,,,,,,,,,,,,,,,,,
-8.5,38.5,0.2403801223310487,0.0072390849840432,0.2518146007824625,0.230227798238722,0.2259748124415189,0.0116812800497869,0.2447376766083453,0.2078194351796418,1.0,0.2402623511919591,0.0084876552544986,0.2553856007434578,0.227811313679383,0.2351615381899095,0.0084278098730389,0.2482493166954945,0.2234222028268514,0.2334124889925697,0.0088908788029011,0.2474149981236573,0.2198708522895405,0.2295594343833282,0.0100335462920169,0.2455580007268672,0.2146816456368786,0.2327878844149692,0.0084776503526142,0.2459346450271588,0.2211593727434125,-5.99272092460747,1.8127764621466675,-13.54549903530072,-0.04899370960773397,-2.1709715805669694,-2.898589646644431,-4.501490324070289,-3.1584300076291463,2.8534819755694794,0.219171,0.021209122331048685,0.09676974750787597,0.030115156419105307,0.09676974750787597,0.2403801223310487,0.2403801223310487,0.2403801223310487,0.2259748124415189,0.2447376766083453,0.2078194351796418,0.2402623511919591,0.2351615381899095,0.2334124889925697,0.2295594343833282,0.2327878844149692,-5.99272092460747,1.8127764621466675,-13.54549903530072,2.8534819755694794,-0.04899370960773397,-2.1709715805669694,-2.898589646644431,-4.501490324070289,-3.1584300076291463,0.021209122331048685,0.09676974750787597
-8.5,39.5,0.2859588041330194,0.006911974882765,0.2968117756918008,0.2755118323095906,0.262561342195543,0.0097359406759653,0.2778046019700478,0.2498593821080225,1.0,0.2842124551071919,0.0082481553954981,0.297790588909685,0.2708044392415504,0.2785796542966278,0.007958996799135,0.2908414177161082,0.2650692982424107,0.2751200971531228,0.0076532096734133,0.2866295218509764,0.2631292107561568,0.2716531401508573,0.0089708358099585,0.2856993992157954,0.2576770799282983,0.2736637360883582,0.0079047138179903,0.286006411005072,0.2602693216443737,-8.182109310609857,-2.8515303760951847,-12.623993912145655,-0.6106995135617991,-2.580494018627606,-3.790303646274428,-5.00270100986558,-4.299594160752571,1.9132044764086689,0.210098,0.07586080413301938,0.36107342351197713,0.024171226004812075,0.36107342351197713,0.2859588041330194,,,,,,,,,,,,,,,,,,,,,
-8.5,40.5,0.2888220594847715,0.0067907970564932,0.2994928169587396,0.278673643454041,0.2639230927028586,0.0077989455529619,0.2771960416539363,0.2527410166842217,1.0,0.2862387307918545,0.0077621184861358,0.2978048829183159,0.2753712115508993,0.2808684812174228,0.0074758268755604,0.2926460684782636,0.269098602986923,0.2764051022869933,0.0058648670235339,0.2865170406003954,0.2677750413819049,0.2728015046590386,0.0085049922466622,0.2875458497844123,0.2615787015180636,0.2781572773480036,0.0074797867409044,0.2900986218467122,0.2664839946527464,-8.620867404079213,-4.02532197560492,-12.492481656323145,-0.8944360751133023,-2.7537987512231825,-4.299172029978875,-5.546859839692283,-3.6925095526957925,1.6608869102247175,0.331478,-0.042655940515228474,-0.12868407711892937,0.023512044296780082,-0.12868407711892937,0.2888220594847715,0.2888220594847715,0.2888220594847715,0.2639230927028586,0.2771960416539363,0.2527410166842217,0.2862387307918545,0.2808684812174228,0.2764051022869933,0.2728015046590386,0.2781572773480036,-8.620867404079213,-4.02532197560492,-12.492481656323145,1.6608869102247175,-0.8944360751133023,-2.7537987512231825,-4.299172029978875,-5.546859839692283,-3.6925095526957925,-0.042655940515228474,-0.12868407711892937
-8.5,41.5,0.4380250182470057,0.0102829512529102,0.4523156399183317,0.421291003989336,0.3968638586959202,0.0103173699191689,0.4148697476621693,0.3802255560267624,1.0,0.4323281829576097,0.0118499359485285,0.4495366375221408,0.4128130736255984,0.4257029605658181,0.0105000144968355,0.4418093879530704,0.4086905798954635,0.4184097942796367,0.0087990947509536,0.4310548376883789,0.4037090838235017,0.4116648416267512,0.0109526452046945,0.4314803808612368,0.3952854607324684,0.4227745589536547,0.0104197303740723,0.4387380986087773,0.4057814876502553,-9.396988262408875,-5.28628950864605,-13.195470535349587,-1.3005730385435368,-2.8130944964059337,-4.478105850179499,-6.0179614227856195,-3.481641152458363,1.492415844773698,0.586737,-0.14871198175299427,-0.2534559466217305,0.023475716738881713,-0.2534559466217305,0.4380250182470057,0.4380250182470057,0.4380250182470057,0.3968638586959202,0.4148697476621693,0.3802255560267624,0.4323281829576097,0.4257029605658181,0.4184097942796367,0.4116648416267512,0.4227745589536547,-9.396988262408875,-5.28628950864605,-13.195470535349587,1.492415844773698,-1.3005730385435368,-2.8130944964059337,-4.478105850179499,-6.0179614227856195,-3.481641152458363,-0.14871198175299427,-0.2534559466217305
-8.5,42.5,0.6364170887217493,0.0206491479601546,0.6670386902676266,0.6050455783856858,0.5769030966155578,0.0185897237360316,0.6059290428817647,0.5450205676705976,1.0,0.6277129580211027,0.021564858189644,0.6587754160675967,0.597529423079187,0.624504661987348,0.0192900254644669,0.6568732289604068,0.5945723922582037,0.6148142226109685,0.0171239930797897,0.6440439171318998,0.5879954303952949,0.6039407041430126,0.0203829421722807,0.6343051733771281,0.5691037598256827,0.6145391263159374,0.0189159934856893,0.6454906466043663,0.5848116486297671,-9.351413272972598,-4.79057624005982,-14.361104167507918,-1.367677087070197,-1.871795548156561,-3.3944509809078767,-5.103003227642091,-3.4376767678809483,1.7426804489323435,0.820153,-0.18373591127825073,-0.22402638444076986,0.03244593573316619,-0.22402638444076986,0.6364170887217493,0.6364170887217493,0.6364170887217493,0.5769030966155578,0.6059290428817647,0.5450205676705976,0.6277129580211027,0.624504661987348,0.6148142226109685,0.6039407041430126,0.6145391263159374,-9.351413272972598,-4.79057624005982,-14.361104167507918,1.7426804489323435,-1.367677087070197,-1.871795548156561,-3.3944509809078767,-5.103003227642091,-3.4376767678809483,-0.18373591127825073,-0.22402638444076986
-8.5,52.5,0.659401515810754,0.0223885126964584,0.6932820601347136,0.6233001255671068,0.613307616910457,0.0235444055353123,0.6563876003796362,0.5755767255449126,1.0,0.6596091538089666,0.0224714605310272,0.693672395240215,0.6233178138421416,0.6663742015185555,0.0243328670741319,0.7022992871934169,0.6283524211877434,0.6704573560957903,0.0240048447718566,0.7039662290850465,0.63536943589055,0.6569728711528572,0.0261833521077501,0.7019013080223492,0.6173546646247882,0.617938133038954,0.0218836030238933,0.6507384563446921,0.5822878633467671,-6.990262805753971,-0.4570683201132988,-12.71225319565369,0.03148885667289583,1.0574263996388287,1.676647690359457,-0.36831044510274386,-6.2880326747231665,1.0369237168855325,0.709593,-0.050191484189246016,-0.07073277807031075,0.03395277711627801,-0.07073277807031075,0.659401515810754,0.659401515810754,0.659401515810754,0.613307616910457,0.6563876003796362,0.5755767255449126,0.6596091538089666,0.6663742015185555,0.6704573560957903,0.6569728711528572,0.617938133038954,-6.990262805753971,-0.4570683201132988,-12.71225319565369,1.0369237168855325,0.03148885667289583,1.0574263996388287,1.676647690359457,-0.36831044510274386,-6.2880326747231665,-0.050191484189246016,-0.07073277807031075
-8.5,53.5,0.6071427649633304,0.013261540080982,0.625295322261282,0.5854419465038394,0.5709543785954102,0.0144913836776105,0.590350403386144,0.546441847511073,1.0,0.6073990569634775,0.013340474271813,0.6256144867170473,0.5855768150373669,0.6120530331342777,0.0140728999239437,0.6308411061116386,0.5894023891007484,0.6151856091143734,0.0136830430087994,0.6332790493522945,0.5927822177984158,0.6047788589599048,0.0158888660497933,0.6278443727845252,0.5803591339730318,0.5745313175278782,0.0129699403841049,0.5909197558384198,0.5547910697328884,-5.960441012602017,-2.7658011502781643,-9.99779968652406,0.04221280643319123,0.8087501744740173,1.3247039436480335,-0.38934928320662643,-5.371298040160591,0.7691787254193502,0.971273,-0.36413023503666964,-0.3748999869621307,0.02184253992021622,-0.3748999869621307,0.6071427649633304,,,,,,,,,,,,,,,,,,,,,
